Group ID,PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Source Files,Source Row Count,Is OA,OA URL,PDF Path,Download Source,Failure Reason,Download Status
paper-0039,33936474,Characterizing database granularity using SNOMED-CT hierarchy,"Ostropolets A, Reich C, Ryan P, Weng C, Molinaro A, DeFalco F, Jonnagaddala J, Liaw ST, Jeon H, Park RW, Spotnitz ME, Natarajan K, Argyriou G, Kostka K, Miller R, Williams A, Minty E, Posada J, Hripcsak G.",AMIA Annu Symp Proc. 2021 Jan 25;2020:983-992. eCollection 2020.,Ostropolets A,AMIA Annu Symp Proc,2021,2021/05/03,PMC8075504,,,csv-OHDSI-set.csv,1,yes,https://europepmc.org/articles/PMC8075504?pdf=render,,,HTTPError,failed
paper-0040,30421323,Analysis of treatment pathways for three chronic diseases using OMOP CDM,"Zhang X, Wang L, Miao S, Xu H, Yin Y, Zhu Y, Dai Z, Shan T, Jing S, Wang J, Zhang X, Huang Z, Wang Z, Guo J, Liu Y.",J Med Syst. 2018 Nov 13;42(12):260. doi: 10.1007/s10916-018-1076-5.,Zhang X,J Med Syst,2018,2018/11/14,PMC6244882,,10.1007/s10916-018-1076-5,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://link.springer.com/content/pdf/10.1007/s10916-018-1076-5.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1007_s10916-018-1076-5__0d9dfb32b925.pdf,existing_file,,downloaded
paper-0041,31910437,Development and validation of a prognostic model predicting symptomatic hemorrhagic transformation in acute ischemic stroke at scale in the OHDSI network,"Wang Q, Reps JM, Kostka KF, Ryan PB, Zou Y, Voss EA, Rijnbeek PR, Chen R, Rao GA, Morgan Stewart H, Williams AE, Williams RD, Van Zandt M, Falconer T, Fernandez-Chas M, Vashisht R, Pfohl SR, Shah NH, Kasthurirathne SN, You SC, Jiang Q, Reich C, Zhou Y.",PLoS One. 2020 Jan 7;15(1):e0226718. doi: 10.1371/journal.pone.0226718. eCollection 2020.,Wang Q,PLoS One,2020,2020/01/08,PMC6946584,,10.1371/journal.pone.0226718,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0226718&type=printable,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1371_journal.pone.0226718__26c79e499af1.pdf,existing_file,,downloaded
paper-0042,36478647,Establishment of an International Evidence Sharing Network Through Common Data Model for Cardiovascular Research,"You SC, Lee S, Choi B, Park RW.",Korean Circ J. 2022 Dec;52(12):853-864. doi: 10.4070/kcj.2022.0294.,You SC,Korean Circ J,2022,2022/12/08,PMC9742390,,10.4070/kcj.2022.0294,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,http://e-kcj.org/Synapse/Data/PDFData/0054KCJ/kcj-52-853.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.4070_kcj.2022.0294__45997c3fa934.pdf,existing_file,,downloaded
paper-0043,31307128,Fully connecting the Observational Health Data Science and Informatics (OHDSI) initiative with the world of linked open data,Banda JM.,Genomics Inform. 2019 Jun;17(2):e13. doi: 10.5808/GI.2019.17.2.e13. Epub 2019 Jun 11.,Banda JM,Genomics Inform,2019,2019/07/16,PMC6808628,,10.5808/GI.2019.17.2.e13,csv-OHDSI-set.csv,1,yes,https://genominfo.org/upload/pdf/gi-2019-17-2-e13.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.5808_gi.2019.17.2.e13__0c892e536dc1.pdf,existing_file,,downloaded
paper-0044,38025162,Advancing Toward a Common Data Model in Ophthalmology: Gap Analysis of General Eye Examination Concepts to Standard Observational Medical Outcomes Partnership (OMOP) Concepts,"Cai CX, Halfpenny W, Boland MV, Lehmann HP, Hribar M, Goetz KE, Baxter SL.",Ophthalmol Sci. 2023 Aug 25;3(4):100391. doi: 10.1016/j.xops.2023.100391. eCollection 2023 Dec.,Cai CX,Ophthalmol Sci,2023,2023/11/29,PMC10630664,,10.1016/j.xops.2023.100391,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,http://www.ophthalmologyscience.org/article/S2666914523001239/pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1016_j.xops.2023.100391__670efbe736d6.pdf,existing_file,,downloaded
paper-0045,38893186,Transforming a Large-Scale Prostate Cancer Outcomes Dataset to the OMOP Common Data Model-Experiences from a Scientific Data Holder's Perspective,"Sibert NT, Soff J, La Ferla S, Quaranta M, Kremer A, Kowalski C.",Cancers (Basel). 2024 May 30;16(11):2069. doi: 10.3390/cancers16112069.,Sibert NT,Cancers (Basel),2024,2024/06/19,PMC11171220,,10.3390/cancers16112069,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://www.mdpi.com/2072-6694/16/11/2069/pdf?version=1717054450,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.3390_cancers16112069__162e9a97812b.pdf,existing_file,,downloaded
paper-0046,40619597,Core Concepts in Pharmacoepidemiology: Multi-Database Distributed Data Networks,"Haber R, Webster-Clark M, Pratt N, Barclay N, Li X, Maro JC, Platt RW, Prieto-Alhambra D, Filion KB.",Pharmacoepidemiol Drug Saf. 2025 Jul;34(7):e70177. doi: 10.1002/pds.70177.,Haber R,Pharmacoepidemiol Drug Saf,2025,2025/07/06,PMC12230205,,10.1002/pds.70177,csv-OHDSI-set.csv,1,yes,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/pds.70177,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1002_pds.70177__62392b5c4e9f.pdf,existing_file,,downloaded
paper-0047,39552716,Incidence of post-acute COVID-19 symptoms across healthcare settings in seven countries: an international retrospective cohort study using routinely-collected data,"Xie J, López-Güell K, Dedman D, Duarte-Salles T, Kolde R, López-Blasco R, Martínez Á, Mercier G, Abellan A, Arinze JT, Cuccu Z, Delmestri A, Delseny D, Khalid S, Kim C, Kim JW, Kostka K, Loste C, Mateu L, Mayer MA, Meléndez-Cardiel J, Mercadé-Besora N, Mosseveld M, Nishimura A, Nordeng HME, Oyinlola JO, Pérez-Crespo L, Pineda-Moncusí M, Ramírez-Anguita JM, Trinh NTH, Uusküla A, Valdivieso B, Burkard T, Burn E, Català M, Prieto-Alhambra D, Paredes R, Jödicke AM.",EClinicalMedicine. 2024 Oct 30;77:102903. doi: 10.1016/j.eclinm.2024.102903. eCollection 2024 Nov.,Xie J,EClinicalMedicine,2024,2024/11/18,PMC11564986,,10.1016/j.eclinm.2024.102903,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,http://www.thelancet.com/article/S2589537024004826/pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1016_j.eclinm.2024.102903__188ab063011d.pdf,existing_file,,downloaded
paper-0048,31325501,Facilitating phenotype transfer using a common data model,"Hripcsak G, Shang N, Peissig PL, Rasmussen LV, Liu C, Benoit B, Carroll RJ, Carrell DS, Denny JC, Dikilitas O, Gainer VS, Howell KM, Klann JG, Kullo IJ, Lingren T, Mentch FD, Murphy SN, Natarajan K, Pacheco JA, Wei WQ, Wiley K, Weng C.",J Biomed Inform. 2019 Aug;96:103253. doi: 10.1016/j.jbi.2019.103253. Epub 2019 Jul 17.,Hripcsak G,J Biomed Inform,2019,2019/07/21,PMC6697565,NIHMS1535478,10.1016/j.jbi.2019.103253,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://europepmc.org/articles/PMC6697565?pdf=render,,,HTTPError,failed
paper-0049,41726399,Cross Biobank Comparison of Phenomic Profiles,"Newbury A, Jiang X, Natarajan K, Gürsoy G.",AMIA Annu Symp Proc. 2025 May 22;2024:939-948. eCollection 2024.,Newbury A,AMIA Annu Symp Proc,2025,2026/02/23,PMC12919452,,,csv-OHDSI-set.csv,1,yes,https://europepmc.org/articles/PMC12919452?pdf=render,,,HTTPError,failed
paper-0050,37459703,ReDWINE: A clinical datamart with text analytical capabilities to facilitate rehabilitation research,"Oniani D, Parmanto B, Saptono A, Bove A, Freburger J, Visweswaran S, Cappella N, McLay B, Silverstein JC, Becich MJ, Delitto A, Skidmore E, Wang Y.",Int J Med Inform. 2023 Sep;177:105144. doi: 10.1016/j.ijmedinf.2023.105144. Epub 2023 Jul 11.,Oniani D,Int J Med Inform,2023,2023/07/17,PMC10528160,NIHMS1918582,10.1016/j.ijmedinf.2023.105144,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC10528160/pdf/nihms-1918582.pdf,,,html_or_xml_response,failed
paper-0051,40978507,Editorial: External control arms for single-arm studies: methodological considerations and applications,"Layton D, Hester L, Golozar A.",Front Drug Saf Regul. 2025 Mar 11;5:1579171. doi: 10.3389/fdsfr.2025.1579171. eCollection 2025.,Layton D,Front Drug Saf Regul,2025,2025/09/22,PMC12443072,,10.3389/fdsfr.2025.1579171,csv-OHDSI-set.csv,1,yes,https://www.frontiersin.org/journals/drug-safety-and-regulation/articles/10.3389/fdsfr.2025.1579171/pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.3389_fdsfr.2025.1579171__ab98e9d4892b.pdf,existing_file,,downloaded
paper-0052,37442314,Eos and OMOCL: Towards a seamless integration of openEHR records into the OMOP Common Data Model,"Kohler S, Boscá D, Kärcher F, Haarbrandt B, Prinz M, Marschollek M, Eils R.",J Biomed Inform. 2023 Aug;144:104437. doi: 10.1016/j.jbi.2023.104437. Epub 2023 Jul 12.,Kohler S,J Biomed Inform,2023,2023/07/13,,,10.1016/j.jbi.2023.104437,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,no,,,,,no_open_copy_found
paper-0053,39153995,"Trends in incidence, prevalence, and survival of breast cancer in the United Kingdom from 2000 to 2021","Barclay NL, Burn E, Delmestri A, Duarte-Salles T, Golozar A, Man WY, Tan EH, Tietzova I; OPTIMA Consortium; Prieto-Alhambra D, Newby D.",Sci Rep. 2024 Aug 17;14(1):19069. doi: 10.1038/s41598-024-69006-1.,Barclay NL,Sci Rep,2024,2024/08/17,PMC11330450,,10.1038/s41598-024-69006-1,csv-OHDSI-set.csv,1,yes,https://www.nature.com/articles/s41598-024-69006-1.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1038_s41598-024-69006-1__a9baf6d4e4f0.pdf,existing_file,,downloaded
paper-0054,38280887,A comparative patient-level prediction study in OMOP CDM: applicative potential and insights from synthetic data,"Ahmadi N, Nguyen QV, Sedlmayr M, Wolfien M.",Sci Rep. 2024 Jan 27;14(1):2287. doi: 10.1038/s41598-024-52723-y.,Ahmadi N,Sci Rep,2024,2024/01/27,PMC10821926,,10.1038/s41598-024-52723-y,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://www.nature.com/articles/s41598-024-52723-y.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1038_s41598-024-52723-y__08fc2e1e5850.pdf,existing_file,,downloaded
paper-0055,30943974,Developing a portable natural language processing based phenotyping system,"Sharma H, Mao C, Zhang Y, Vatani H, Yao L, Zhong Y, Rasmussen L, Jiang G, Pathak J, Luo Y.",BMC Med Inform Decis Mak. 2019 Apr 4;19(Suppl 3):78. doi: 10.1186/s12911-019-0786-z.,Sharma H,BMC Med Inform Decis Mak,2019,2019/04/05,PMC6448187,,10.1186/s12911-019-0786-z,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://bmcmedinformdecismak.biomedcentral.com/track/pdf/10.1186/s12911-019-0786-z,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1186_s12911-019-0786-z__7b7f3c09aba4.pdf,existing_file,,downloaded
paper-0056,39143600,How to customize common data models for rare diseases: an OMOP-based implementation and lessons learned,"Ahmadi N, Zoch M, Guengoeze O, Facchinello C, Mondorf A, Stratmann K, Musleh K, Erasmus HP, Tchertov J, Gebler R, Schaaf J, Frischen LS, Nasirian A, Dai J, Henke E, Tremblay D, Srisuwananukorn A, Bornhäuser M, Röllig C, Eckardt JN, Middeke JM, Wolfien M, Sedlmayr M.",Orphanet J Rare Dis. 2024 Aug 14;19(1):298. doi: 10.1186/s13023-024-03312-9.,Ahmadi N,Orphanet J Rare Dis,2024,2024/08/14,PMC11325822,,10.1186/s13023-024-03312-9,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://link.springer.com/content/pdf/10.1186/s13023-024-03312-9.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1186_s13023-024-03312-9__30b4547edb5d.pdf,existing_file,,downloaded
paper-0057,37128407,Phenotyping in distributed data networks: selecting the right codes for the right patients,"Ostropolets A, Ryan P, Hripcsak G.",AMIA Annu Symp Proc. 2023 Apr 29;2022:826-835. eCollection 2022.,Ostropolets A,AMIA Annu Symp Proc,2023,2023/05/02,PMC10148372,,,csv-OHDSI-set.csv,1,yes,https://europepmc.org/articles/PMC10148372?pdf=render,,,HTTPError,failed
paper-0058,38472144,Markov modeling for cost-effectiveness using federated health data network,"Haug M, Oja M, Pajusalu M, Mooses K, Reisberg S, Vilo J, Giménez AF, Falconer T, Danilović A, Maljkovic F, Dawoud D, Kolde R.",J Am Med Inform Assoc. 2024 Apr 19;31(5):1093-1101. doi: 10.1093/jamia/ocae044.,Haug M,J Am Med Inform Assoc,2024,2024/03/13,PMC11031209,,10.1093/jamia/ocae044,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://academic.oup.com/jamia/advance-article-pdf/doi/10.1093/jamia/ocae044/56949742/ocae044.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1093_jamia_ocae044__f1f73e378205.pdf,existing_file,,downloaded
paper-0059,37942786,Assessing the Use of German Claims Data Vocabularies for Research in the Observational Medical Outcomes Partnership Common Data Model: Development and Evaluation Study,"Henke E, Zoch M, Kallfelz M, Ruhnke T, Leutner LA, Spoden M, Günster C, Sedlmayr M, Bathelt F.",JMIR Med Inform. 2023 Nov 7;11:e47959. doi: 10.2196/47959.,Henke E,JMIR Med Inform,2023,2023/11/09,PMC10653283,,10.2196/47959,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://medinform.jmir.org/2023/1/e47959/PDF,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.2196_47959__abc26d97b423.pdf,oa_url,,downloaded
paper-0060,39569020,Physiological signal analysis and open science using the Julia language and associated software,"Datseris G, Zelko JS.",Front Netw Physiol. 2024 Nov 6;4:1478280. doi: 10.3389/fnetp.2024.1478280. eCollection 2024.,Datseris G,Front Netw Physiol,2024,2024/11/21,PMC11577965,,10.3389/fnetp.2024.1478280,csv-OHDSI-set.csv,1,yes,https://www.frontiersin.org/journals/network-physiology/articles/10.3389/fnetp.2024.1478280/pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.3389_fnetp.2024.1478280__db30272b7e06.pdf,existing_file,,downloaded
paper-0061,38269952,Health-Analytics Data to Evidence Suite (HADES): Open-Source Software for Observational Research,"Schuemie M, Reps J, Black A, Defalco F, Evans L, Fridgeirsson E, Gilbert JP, Knoll C, Lavallee M, Rao GA, Rijnbeek P, Sadowski K, Sena A, Swerdel J, Williams RD, Suchard M.",Stud Health Technol Inform. 2024 Jan 25;310:966-970. doi: 10.3233/SHTI231108.,Schuemie M,Stud Health Technol Inform,2024,2024/01/25,PMC10868467,NIHMS1965136,10.3233/SHTI231108,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://ebooks.iospress.nl/pdf/doi/10.3233/SHTI231108,,,html_or_xml_response,failed
paper-0062,37267810,Assessing the FAIRness of databases on the EHDEN portal: A case study on two Dutch ICU databases,"Puttmann D, de Groot R, de Keizer N, Cornet R, Elbers PWG, Dongelmans D, Bakhshi-Raiez F; Dutch ICU Data Sharing Against COVID-19 Collaborators.",Int J Med Inform. 2023 Aug;176:105104. doi: 10.1016/j.ijmedinf.2023.105104. Epub 2023 May 27.,Puttmann D,Int J Med Inform,2023,2023/06/02,,,10.1016/j.ijmedinf.2023.105104,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://pure.amsterdamumc.nl/ws/files/172043650/Assessing-the-fairness-of-databases-on-the-ehden-portal.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1016_j.ijmedinf.2023.105104__db2557369943.pdf,existing_file,,downloaded
paper-0063,39724470,Characteristics and Outcomes of Over a Million Patients with Inflammatory Bowel Disease in Seven Countries: Multinational Cohort Study and Open Data Resource,"Yanover C, Magen-Rimon R, Voss EA, Swerdel J, Sheahan A, Hall N, Park J, Park RW, Lee KJ, Shin SJ, Seo SI, Lee KJ, Falconer T, Haas L, Nagy P, Bowring MG, Cook M, Miller S, El-Hay T, Bivas-Benita M, Akiva P, Chowers Y, Weisshof R.",Dig Dis Sci. 2025 Feb;70(2):709-718. doi: 10.1007/s10620-024-08787-x. Epub 2024 Dec 26.,Yanover C,Dig Dis Sci,2025,2024/12/26,PMC11839857,,10.1007/s10620-024-08787-x,csv-OHDSI-set.csv,1,yes,https://link.springer.com/content/pdf/10.1007/s10620-024-08787-x.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1007_s10620-024-08787-x__456ad47aaf0b.pdf,existing_file,,downloaded
paper-0064,35962355,"Leveraging artificial intelligence and data science techniques in harmonizing, sharing, accessing and analyzing SARS-COV-2/COVID-19 data in Rwanda (LAISDAR Project): study design and rationale","Nishimwe A, Ruranga C, Musanabaganwa C, Mugeni R, Semakula M, Nzabanita J, Kabano I, Uwimana A, Utumatwishima JN, Kabakambira JD, Uwineza A, Halvorsen L, Descamps F, Houghtaling J, Burke B, Bahati O, Bizimana C, Jansen S, Twizere C, Nkurikiyeyezu K, Birungi F, Nsanzimana S, Twagirumukiza M.",BMC Med Inform Decis Mak. 2022 Aug 12;22(1):214. doi: 10.1186/s12911-022-01965-9.,Nishimwe A,BMC Med Inform Decis Mak,2022,2022/08/12,PMC9372951,,10.1186/s12911-022-01965-9,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://bmcmedinformdecismak.biomedcentral.com/counter/pdf/10.1186/s12911-022-01965-9,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1186_s12911-022-01965-9__0d9f01d99959.pdf,existing_file,,downloaded
paper-0065,40517846,Clusters of post-acute COVID-19 symptoms: a latent class analysis across 9 databases and 7 countries,"López-Güell K, Català M, Dedman D, Duarte-Salles T, Kolde R, López-Blasco R, Martínez Á, Mercier G, Abellan A, Arinze JT, Burkard T, Burn E, Cuccu Z, Delmestri A, Delseny D, Khalid S, Kim C, Kim JW, Kostka K, Loste C, Mayer MA, Meléndez-Cardiel J, Mercadé-Besora N, Mosseveld M, Nishimura A, Nordeng HM, Oyinlola JO, Paredes R, Pérez-Crespo L, Pineda-Moncusí M, Ramírez-Anguita JM, Trinh NTH, Uusküla A, Valdivieso B, Prieto-Alhambra D, Xie J, Mateu L, Jödicke AM.",J Clin Epidemiol. 2025 Sep;185:111867. doi: 10.1016/j.jclinepi.2025.111867. Epub 2025 Jun 13.,López-Güell K,J Clin Epidemiol,2025,2025/06/15,,,10.1016/j.jclinepi.2025.111867,csv-OHDSI-set.csv,1,no,,,,,no_open_copy_found
paper-0066,40791563,Mapping and Harmonization of CVX vaccine terms to the Vaccine Ontology,"Pan Y, Manuel W, Abeysinghe R, Zheng J, Davydov A, Yang Q, Lin AY, Cui L, He YO.",bioRxiv [Preprint]. 2025 Jul 18:2025.07.15.664501. doi: 10.1101/2025.07.15.664501.,Pan Y,bioRxiv,2025,2025/08/12,PMC12338626,,10.1101/2025.07.15.664501,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://www.biorxiv.org/content/biorxiv/early/2025/07/18/2025.07.15.664501.full.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1101_2025.07.15.664501__d872d1b7095a.pdf,existing_file,,downloaded
paper-0067,35780114,Empirical assessment of alternative methods for identifying seasonality in observational healthcare data,"Molinaro A, DeFalco F.",BMC Med Res Methodol. 2022 Jul 2;22(1):182. doi: 10.1186/s12874-022-01652-3.,Molinaro A,BMC Med Res Methodol,2022,2022/07/02,PMC9250712,,10.1186/s12874-022-01652-3,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://bmcmedresmethodol.biomedcentral.com/counter/pdf/10.1186/s12874-022-01652-3,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1186_s12874-022-01652-3__0d6c24b00f9b.pdf,existing_file,,downloaded
paper-0068,37724311,Transforming the Information System for Research in Primary Care (SIDIAP) in Catalonia to the OMOP Common Data Model and Its Use for COVID-19 Research,"Raventós B, Fernández-Bertolín S, Aragón M, Voss EA, Blacketer C, Méndez-Boo L, Recalde M, Roel E, Pistillo A, Reyes C, van Sandijk S, Halvorsen L, Rijnbeek PR, Burn E, Duarte-Salles T.",Clin Epidemiol. 2023 Sep 13;15:969-986. doi: 10.2147/CLEP.S419481. eCollection 2023.,Raventós B,Clin Epidemiol,2023,2023/09/19,PMC10505380,,10.2147/CLEP.S419481,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://www.dovepress.com/getfile.php?fileID=92758,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.2147_clep.s419481__b7bab1a131c9.pdf,existing_file,,downloaded
paper-0069,38836701,Sharing sensitive data in life sciences: an overview of centralized and federated approaches,"Rujano MA, Boiten JW, Ohmann C, Canham S, Contrino S, David R, Ewbank J, Filippone C, Connellan C, Custers I, van Nuland R, Mayrhofer MT, Holub P, Álvarez EG, Bacry E, Hughes N, Freeberg MA, Schaffhauser B, Wagener H, Sánchez-Pla A, Bertolini G, Panagiotopoulou M.",Brief Bioinform. 2024 May 23;25(4):bbae262. doi: 10.1093/bib/bbae262.,Rujano MA,Brief Bioinform,2024,2024/06/05,PMC11151787,,10.1093/bib/bbae262,csv-OHDSI-set.csv,1,yes,https://academic.oup.com/bib/article-pdf/25/4/bbae262/58104173/bbae262.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1093_bib_bbae262__88ae0b4ac85c.pdf,existing_file,,downloaded
paper-0070,39043402,allofus: an R package to facilitate use of the All of Us Researcher Workbench,"Smith LH, Cavanaugh R.",J Am Med Inform Assoc. 2024 Dec 1;31(12):3013-3021. doi: 10.1093/jamia/ocae198.,Smith LH,J Am Med Inform Assoc,2024,2024/07/23,PMC11631081,,10.1093/jamia/ocae198,csv-OHDSI-set.csv;csv-ohdsiomop-set.csv;csv-omop-set.csv,3,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC11631081/pdf/ocae198.pdf,,,html_or_xml_response,failed
