Filename,DOI,OpenAlex ID,PMID,PMCID,Title,Authors,First Author,Journal,Publication Year,Create Date,Citation,Metadata Source,File Size Bytes,Page Count,SHA256,PDF Title,PDF Author,PDF Subject,PDF Keywords,PDF Creator,PDF Producer
10.1038_s41467-020-18849-z__97e94f835483.pdf,10.1038/s41467-020-18849-z,,33024121,PMC7538555,"Deep phenotyping of 34,128 adult patients hospitalised with COVID-19 in an international network study","Burn E, You SC, Sena AG, Kostka K, Abedtash H, Abrahão MTF, Alberga A, Alghoul H, Alser O, Alshammari TM, Aragon M, Areia C, Banda JM, Cho J, Culhane AC, Davydov A, DeFalco FJ, Duarte-Salles T, DuVall S, Falconer T, Fernandez-Bertolin S, Gao W, Golozar A, Hardin J, Hripcsak G, Huser V, Jeon H, Jing Y, Jung CY, Kaas-Hansen BS, Kaduk D, Kent S, Kim Y, Kolovos S, Lane JCE, Lee H, Lynch KE, Makadia R, Matheny ME, Mehta PP, Morales DR, Natarajan K, Nyberg F, Ostropolets A, Park RW, Park J, Posada JD, Prats-Uribe A, Rao G, Reich C, Rho Y, Rijnbeek P, Schilling LM, Schuemie M, Shah NH, Shoaibi A, Song S, Spotnitz M, Suchard MA, Swerdel JN, Vizcaya D, Volpe S, Wen H, Williams AE, Yimer BB, Zhang L, Zhuk O, Prieto-Alhambra D, Ryan P.",Burn E,Nat Commun,2020,2020/10/07,Nat Commun. 2020 Oct 6;11(1):5009. doi: 10.1038/s41467-020-18849-z.,existing_csv,2869494,11,3f49b2fa970717bf387c9d3df8bbc4b9d8853c2395ef63986dcd0a2322ca83e7,"Deep phenotyping of 34,128 adult patients hospitalised with COVID-19 in an international network study",Edward Burn,"Nature Communications, doi:10.1038/s41467-020-18849-z",,Springer,iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1038_s41467-020-19122-z__ff4a4666dfce.pdf,10.1038/s41467-020-19122-z,,,,Epidemiological hypothesis testing using a phylogeographic and phylodynamic framework,"Dellicour S, Lequime S, Vrancken B, Gill M, Bastide P, Gangavarapu K, Matteson N, Tan Y, du Plessis L, Fisher A, Nelson M, Gilbert M, Suchard M, Andersen K, Grubaugh N, Pybus O, Lemey P",Dellicour S,Nature Communications,2020,,,crossref,71106082,11,ee51ee018974d65d4a8fad9331c24b88fdee036b32b25d19b84014a8289bf071,Epidemiological hypothesis testing using a phylogeographic and phylodynamic framework,Simon Dellicour,"Nature Communications, doi:10.1038/s41467-020-19122-z",,Springer,Acrobat Distiller 9.0.0 (Windows); modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1038_s41467-021-21100-y__3423527dd7a6.pdf,10.1038/s41467-021-21100-y,,,,The natural history of symptomatic COVID-19 during the first wave in Catalonia,"Burn E, Tebé C, Fernandez-Bertolin S, Aragon M, Recalde M, Roel E, Prats-Uribe A, Prieto-Alhambra D, Duarte-Salles T",Burn E,Nature Communications,2021,,,crossref,3195891,12,e16047be7fa67df99f02ef2e24e0a3e65a3fbda5098c6f26f87d713342a34b31,The natural history of symptomatic COVID-19 during the first wave in Catalonia,Edward Burn,"Nature Communications, doi:10.1038/s41467-021-21100-y",,Springer,iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1038_s41467-021-21553-1__c31435f77a86.pdf,10.1038/s41467-021-21553-1,,,,Association between antecedent statin use and decreased mortality in hospitalized patients with COVID-19,"Gupta A, Madhavan M, Poterucha T, DeFilippis E, Hennessey J, Redfors B, Eckhardt C, Bikdeli B, Platt J, Nalbandian A, Elias P, Cummings M, Nouri S, Lawlor M, Ranard L, Li J, Boyle C, Givens R, Brodie D, Krumholz H, Stone G, Sethi S, Burkhoff D, Uriel N, Schwartz A, Leon M, Kirtane A, Wan E, Parikh S",Gupta A,Nature Communications,2021,,,crossref,757125,9,8e404280bfdea0518962bca927c3ef9f1143783fa0882ed701a53324641abe20,Association between antecedent statin use and decreased mortality in hospitalized patients with COVID-19,Aakriti Gupta,"Nature Communications, doi:10.1038/s41467-021-21553-1",,Springer,iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1038_s41467-021-22328-4__091b252e5f01.pdf,10.1038/s41467-021-22328-4,,,,Ontology-driven weak supervision for clinical entity classification in electronic health records,"Fries J, Steinberg E, Khattar S, Fleming S, Posada J, Callahan A, Shah N",Fries J,Nature Communications,2021,,,crossref,1812595,11,8940de7d997ca07f7daf04f226906f4d079142d8da572efc0886efa3d96c0427,Ontology-driven weak supervision for clinical entity classification in electronic health records,Jason A. Fries,"Nature Communications, doi:10.1038/s41467-021-22328-4",,Springer,iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1038_s41467-022-29153-3__0235688a49d9.pdf,10.1038/s41467-022-29153-3,,,,Automated multilabel diagnosis on electrocardiographic images and signals,"Sangha V, Mortazavi B, Haimovich A, Ribeiro A, Brandt C, Jacoby D, Schulz W, Krumholz H, Ribeiro A, Khera R",Sangha V,Nature Communications,2022,,,crossref,2789036,12,2826b52ef962c04f97bd317eea57c6fe662d84b2881990ca45c664e8fe3b8243,Automated multilabel diagnosis on electrocardiographic images and signals,Veer Sangha,"Nature Communications, doi:10.1038/s41467-022-29153-3",,Springer,iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1038_s41467-022-29159-x__0aafd1422295.pdf,10.1038/s41467-022-29159-x,,,,Comparative effectiveness of the BNT162b2 and ChAdOx1 vaccines against Covid-19 in people over 50,"Xie J, Feng S, Li X, Gea-Mallorquí E, Prats-Uribe A, Prieto-Alhambra D",Xie J,Nature Communications,2022,,,crossref,1413345,8,e558de03df91e2c2e3f1fb7280af87f940d530e026e7a9b4cf156495d3013888,Comparative effectiveness of the BNT162b2 and ChAdOx1 vaccines against Covid-19 in people over 50,Junqing Xie,"Nature Communications, doi:10.1038/s41467-022-29159-x",,Springer,iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1038_s41467-022-29160-4__468518cbca33.pdf,10.1038/s41467-022-29160-4,,,,DLMM as a lossless one-shot algorithm for collaborative multi-site distributed linear mixed models,"Luo C, Islam M, Sheils N, Buresh J, Reps J, Schuemie M, Ryan P, Edmondson M, Duan R, Tong J, Marks-Anglin A, Bian J, Chen Z, Duarte-Salles T, Fernández-Bertolín S, Falconer T, Kim C, Park R, Pfohl S, Shah N, Williams A, Xu H, Zhou Y, Lautenbach E, Doshi J, Werner R, Asch D, Chen Y",Luo C,Nature Communications,2022,,,crossref,2130032,10,f5e180e24bac2ea8ab023babd8507414afd80a2eceb65f5e13cfa1146882fdae,DLMM as a lossless one-shot algorithm for collaborative multi-site distributed linear mixed models,Chongliang Luo,"Nature Communications, doi:10.1038/s41467-022-29160-4",,Springer,iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1038_s41467-022-29301-9__7cb861c10f2a.pdf,10.1038/s41467-022-29301-9,,,,Comparative effectiveness and safety of homologous two-dose ChAdOx1 versus heterologous vaccination with ChAdOx1 and BNT162b2,"Hermosilla E, Coma E, Xie J, Feng S, Cabezas C, Méndez-Boo L, Fina F, Ballo E, Martínez M, Medina-Peralta M, Argimon J, Prieto-Alhambra D",Hermosilla E,Nature Communications,2022,,,crossref,804460,7,a078858d3150f7e9d20912116583da4e7565591e28123d7860e17cb97c47ede5,Comparative effectiveness and safety of homologous two-dose ChAdOx1 versus heterologous vaccination with ChAdOx1 and BNT162b2,Eduardo Hermosilla,"Nature Communications, doi:10.1038/s41467-022-29301-9",,Springer,iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1038_s41467-022-29432-z__0afa61ca7431.pdf,10.1038/s41467-022-29432-z,,,,3D nanoprinting via spatially controlled assembly and polymerization,"Pattison T, Wang S, Miller R, Liu G, Qiao G",Pattison T,Nature Communications,2022,,,crossref,1934138,7,01f5b0fae233f839272a2f90dad2fbab4405ff64ca0be7ba9e09b3c1980e62d1,3D nanoprinting via spatially controlled assembly and polymerization,Thomas G. Pattison,"Nature Communications, doi:10.1038/s41467-022-29432-z",,Springer,iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1038_s41467-022-29614-9__93c6fc11ec54.pdf,10.1038/s41467-022-29614-9,,,,Archival influenza virus genomes from Europe reveal genomic variability during the 1918 pandemic,"Patrono L, Vrancken B, Budt M, Düx A, Lequime S, Boral S, Gilbert M, Gogarten J, Hoffmann L, Horst D, Merkel K, Morens D, Prepoint B, Schlotterbeck J, Schuenemann V, Suchard M, Taubenberger J, Tenkhoff L, Urban C, Widulin N, Winter E, Worobey M, Schnalke T, Wolff T, Lemey P, Calvignac-Spencer S",Patrono L,Nature Communications,2022,,,crossref,1571716,9,cad7ecd08159a8dbb9599a26ad0607cbe981c7c9c244dde322ced1274e849bd6,Archival influenza virus genomes from Europe reveal genomic variability during the 1918 pandemic,Livia V. Patrono,"Nature Communications, doi:10.1038/s41467-022-29614-9",,Springer,iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1038_s41467-022-32536-1__c5de953b26b0.pdf,10.1038/s41467-022-32536-1,,,,Regional connectivity drove bidirectional transmission of SARS-CoV-2 in the Middle East during travel restrictions,"Parker E, Anderson C, Zeller M, Tibi A, Havens J, Laroche G, Benlarbi M, Ariana A, Robles-Sikisaka R, Latif A, Watts A, Awidi A, Jaradat S, Gangavarapu K, Ramesh K, Kurzban E, Matteson N, Han A, Hughes L, McGraw M, Spencer E, Nicholson L, Khan K, Suchard M, Wertheim J, Wohl S, Côté M, Abdelnour A, Andersen K, Abu-Dayyeh I",Parker E,Nature Communications,2022,,,crossref,2024088,14,a175f1ab288b0b3fd1d7415ea54f7ead2071cbb57c75f1168147cf7f10b22913,Regional connectivity drove bidirectional transmission of SARS-CoV-2 in the Middle East during travel restrictions,Edyth Parker,"Nature Communications, doi:10.1038/s41467-022-32536-1",,Springer,iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1038_s41467-022-33112-3__6d4f7397592f.pdf,10.1038/s41467-022-33112-3,,,,Predicting the evolution of the Lassa virus endemic area and population at risk over the next decades,"Klitting R, Kafetzopoulou L, Thiery W, Dudas G, Gryseels S, Kotamarthi A, Vrancken B, Gangavarapu K, Momoh M, Sandi J, Goba A, Alhasan F, Grant D, Okogbenin S, Ogbaini-Emovo E, Garry R, Smither A, Zeller M, Pauthner M, McGraw M, Hughes L, Duraffour S, Günther S, Suchard M, Lemey P, Andersen K, Dellicour S",Klitting R,Nature Communications,2022,,,crossref,18521518,15,064a9c9d609a01d99795266327c0b37ed8fdd1c3bf2e6f7fcd678b6bb4bdef9d,Predicting the evolution of the Lassa virus endemic area and population at risk over the next decades,Raphaëlle Klitting,"Nature Communications, doi:10.1038/s41467-022-33112-3",,Springer,Acrobat Distiller 9.0.0 (Windows); modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1038_s41467-022-34456-6__71493a281b07.pdf,10.1038/s41467-022-34456-6,,,,"Genetic regulation of serum IgA levels and susceptibility to common immune, infectious, kidney, and cardio-metabolic traits","Liu L, Khan A, Sanchez-Rodriguez E, Zanoni F, Li Y, Steers N, Balderes O, Zhang J, Krithivasan P, LeDesma R, Fischman C, Hebbring S, Harley J, Moncrieffe H, Kottyan L, Namjou-Khales B, Walunas T, Knevel R, Raychaudhuri S, Karlson E, Denny J, Stanaway I, Crosslin D, Rauen T, Floege J, Eitner F, Moldoveanu Z, Reily C, Knoppova B, Hall S, Sheff J, Julian B, Wyatt R, Suzuki H, Xie J, Chen N, Zhou X, Zhang H, Hammarström L, Viktorin A, Magnusson P, Shang N, Hripcsak G, Weng C, Rundek T, Elkind M, Oelsner E, Barr R, Ionita-Laza I, Novak J, Gharavi A, Kiryluk K",Liu L,Nature Communications,2022,,,crossref,3459886,17,ecfcadfe6a0316bb950d4706678702fecef071a95cdc71adeba6298b5c7bbce7,"Genetic regulation of serum IgA levels and susceptibility to common immune, infectious, kidney, and cardio-metabolic traits",Lili Liu,"Nature Communications, doi:10.1038/s41467-022-34456-6",,Springer,iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1038_s41467-022-34668-w__b5ee0bb2d060.pdf,10.1038/s41467-022-34668-w,,,,Thrombosis and thrombocytopenia after vaccination against and infection with SARS-CoV-2 in the United Kingdom,"Burn E, Li X, Delmestri A, Jones N, Duarte-Salles T, Reyes C, Martinez-Hernandez E, Marti E, Verhamme K, Rijnbeek P, Strauss V, Prieto-Alhambra D",Burn E,Nature Communications,2022,,,crossref,1885434,10,e0daa46f94ad23f53fe3f8f3058ff3ef8cf82d9210f3b23231fa5a0ee304d490,Thrombosis and thrombocytopenia after vaccination against and infection with SARS-CoV-2 in the United Kingdom,Edward Burn,"Nature Communications, doi:10.1038/s41467-022-34668-w",,Springer,iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1038_s41467-022-34669-9__2b654584b16c.pdf,10.1038/s41467-022-34669-9,,,,"Thrombosis and thrombocytopenia after vaccination against and infection with SARS-CoV-2 in Catalonia, Spain","Burn E, Roel E, Pistillo A, Fernández-Bertolín S, Aragón M, Raventós B, Reyes C, Verhamme K, Rijnbeek P, Li X, Strauss V, Prieto-Alhambra D, Duarte-Salles T",Burn E,Nature Communications,2022,,,crossref,1950558,11,ded0bed54c074523cefd6ccdac0d7d9351c96aaca9f2e662a06dcb768397d3fa,"Thrombosis and thrombocytopenia after vaccination against and infection with SARS-CoV-2 in Catalonia, Spain",Edward Burn,"Nature Communications, doi:10.1038/s41467-022-34669-9",,Springer,iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1038_s41467-023-36340-3__c779a3a34a89.pdf,10.1038/s41467-023-36340-3,,,,"Author Correction: Genetic regulation of serum IgA levels and susceptibility to common immune, infectious, kidney, and cardio-metabolic traits","Liu L, Khan A, Sanchez-Rodriguez E, Zanoni F, Li Y, Steers N, Balderes O, Zhang J, Krithivasan P, LeDesma R, Fischman C, Hebbring S, Harley J, Moncrieffe H, Kottyan L, Namjou-Khales B, Walunas T, Knevel R, Raychaudhuri S, Karlson E, Denny J, Stanaway I, Crosslin D, Rauen T, Floege J, Eitner F, Moldoveanu Z, Reily C, Knoppova B, Hall S, Sheff J, Julian B, Wyatt R, Suzuki H, Xie J, Chen N, Zhou X, Zhang H, Hammarström L, Viktorin A, Magnusson P, Shang N, Hripcsak G, Weng C, Rundek T, Elkind M, Oelsner E, Barr R, Ionita-Laza I, Novak J, Gharavi A, Kiryluk K",Liu L,Nature Communications,2023,,,crossref,641513,1,c82c0f670c21161513630356e009b1d50a27c1ddd4ac02cae9e7274818f940d2,"Author Correction: Genetic regulation of serum IgA levels and susceptibility to common immune, infectious, kidney, and cardio-metabolic traits",Lili Liu,"Nature Communications, doi:10.1038/s41467-023-36340-3",,Springer,iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1038_s41467-023-38469-7__19ffc633c7c0.pdf,10.1038/s41467-023-38469-7,,,,Long-term exposure to air pollution and severe COVID-19 in Catalonia: a population-based cohort study,"Ranzani O, Alari A, Olmos S, Milà C, Rico A, Ballester J, Basagaña X, Chaccour C, Dadvand P, Duarte-Salles T, Foraster M, Nieuwenhuijsen M, Sunyer J, Valentín A, Kogevinas M, Lazcano U, Avellaneda-Gómez C, Vivanco R, Tonne C",Ranzani O,Nature Communications,2023,,,crossref,780833,9,d1b015af89c837712feef2000bfeace03f779b625465e33d178585631a11449e,Long-term exposure to air pollution and severe COVID-19 in Catalonia: a population-based cohort study,Otavio Ranzani,"Nature Communications, doi:10.1038/s41467-023-38469-7",,Springer,iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1038_s41467-023-39282-y__357e978fc939.pdf,10.1038/s41467-023-39282-y,,,,Longitudinal body mass index and cancer risk: a cohort study of 2.6 million Catalan adults,"Recalde M, Pistillo A, Davila-Batista V, Leitzmann M, Romieu I, Viallon V, Freisling H, Duarte-Salles T",Recalde M,Nature Communications,2023,,,crossref,1236924,11,3cb9d56d19c97dc47929568ebb49c5b473db8e99a639498f4b35eea87ad4c04f,Longitudinal body mass index and cancer risk: a cohort study of 2.6 million Catalan adults,Martina Recalde,"Nature Communications, doi:10.1038/s41467-023-39282-y",,Springer,iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1038_s41467-023-40310-0__7b4b96a3e884.pdf,10.1038/s41467-023-40310-0,,,,"Genetic risk, adherence to healthy lifestyle and acute cardiovascular and thromboembolic complications following SARS-COV-2 infection","Xie J, Feng Y, Newby D, Zheng B, Feng Q, Prats-Uribe A, Li C, Wareham N, Paredes R, Prieto-Alhambra D",Xie J,Nature Communications,2023,,,crossref,1398811,10,0d384272de924f89caa7c952c3817b2f7309e6662f8108483c22a70c78d6f642,"Genetic risk, adherence to healthy lifestyle and acute cardiovascular and thromboembolic complications following SARS-COV-2 infection",Junqing Xie,"Nature Communications, doi:10.1038/s41467-023-40310-0",,Springer,iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1038_s41467-023-40706-y__3d1a4575dc6b.pdf,10.1038/s41467-023-40706-y,,,,Accelerated evolution of SARS-CoV-2 in free-ranging white-tailed deer,"McBride D, Garushyants S, Franks J, Magee A, Overend S, Huey D, Williams A, Faith S, Kandeil A, Trifkovic S, Miller L, Jeevan T, Patel A, Nolting J, Tonkovich M, Genders J, Montoney A, Kasnyik K, Linder T, Bevins S, Lenoch J, Chandler J, DeLiberto T, Koonin E, Suchard M, Lemey P, Webby R, Nelson M, Bowman A",McBride D,Nature Communications,2023,,,crossref,3259431,15,28955bc73b44230f5ffac272b5ed2cf3b6506076168407c0416dd5095e3c01e9,Accelerated evolution of SARS-CoV-2 in free-ranging white-tailed deer,Dillon S. McBride,"Nature Communications, doi:10.1038/s41467-023-40706-y",,Springer,iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1038_s41467-023-42726-0__7355c52e412c.pdf,10.1038/s41467-023-42726-0,,,,The burden of post-acute COVID-19 symptoms in a multinational network cohort analysis,"Kostka K, Roel E, Trinh N, Mercadé-Besora N, Delmestri A, Mateu L, Paredes R, Duarte-Salles T, Prieto-Alhambra D, Català M, Jödicke A",Kostka K,Nature Communications,2023,,,crossref,835805,10,030a455d9c32b3f6633fcdb80e513ff2362c6b801c0789539b17c519f64e70a2,The burden of post-acute COVID-19 symptoms in a multinational network cohort analysis,Kristin Kostka,"Nature Communications, doi:10.1038/s41467-023-42726-0",,Springer,iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1038_s41467-023-43878-9__f0db96766fe9.pdf,10.1038/s41467-023-43878-9,,,,Polygenic risk alters the penetrance of monogenic kidney disease,"Khan A, Shang N, Nestor J, Weng C, Hripcsak G, Harris P, Gharavi A, Kiryluk K",Khan A,Nature Communications,2023,,,crossref,1157726,10,dbfa5fe3376f35d1c1da9d5425677e0c47a5251344c60dd9c1aa1fde751b426d,Polygenic risk alters the penetrance of monogenic kidney disease,Atlas Khan,"Nature Communications, doi:10.1038/s41467-023-43878-9",,Springer,iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1038_s41467-024-47118-6__9c7b4bb8f77e.pdf,10.1038/s41467-024-47118-6,,,,The genomic evolutionary dynamics and global circulation patterns of respiratory syncytial virus,"Langedijk A, Vrancken B, Lebbink R, Wilkins D, Kelly E, Baraldi E, Mascareñas de Los Santos A, Danilenko D, Choi E, Palomino M, Chi H, Keller C, Cohen R, Papenburg J, Pernica J, Greenough A, Richmond P, Martinón-Torres F, Heikkinen T, Stein R, Hosoya M, Nunes M, Verwey C, Evers A, Kragten-Tabatabaie L, Suchard M, Kosakovsky Pond S, Poletto C, Colizza V, Lemey P, Bont L, Priante E, Komissarova K, Yun K, Clement P, Bauck M, Gupta A, Wadia U, Rivero-Calle I, Lumertz M, Hasimoto K, Madhi S",Langedijk A,Nature Communications,2024,,,crossref,1249110,12,f136358887aa4b8de9e57474f8b60df1d639d6f9248d1fc4be3f919409a658c6,The genomic evolutionary dynamics and global circulation patterns of respiratory syncytial virus,Annefleur C. Langedijk,"Nature Communications, doi:10.1038/s41467-024-47118-6",,Springer,iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1038_s41467-024-48339-5__993b38ebd03d.pdf,10.1038/s41467-024-48339-5,,,,"Relationship between HLA genetic variations, COVID-19 vaccine antibody response, and risk of breakthrough outcomes","Xie J, Mothe B, Alcalde Herraiz M, Li C, Xu Y, Jödicke A, Gao Y, Wang Y, Feng S, Wei J, Chen Z, Hong S, Wu Y, Su B, Zheng X, Cohet C, Ali R, Wareham N, Alhambra D",Xie J,Nature Communications,2024,,,crossref,2244903,11,cba79799923dd4217b1961d664eaaea856d23385f9b1e7137be472e958cd02ed,"Relationship between HLA genetic variations, COVID-19 vaccine antibody response, and risk of breakthrough outcomes",Junqing Xie,"Nature Communications, doi:10.1038/s41467-024-48339-5",,Springer,iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1038_s41467-024-49285-y__d673144b5cf5.pdf,10.1038/s41467-024-49285-y,,,,"Effectiveness of COVID-19 vaccines against severe COVID-19 among patients with cancer in Catalonia, Spain","Lazar Neto F, Mercadé-Besora N, Raventós B, Pérez-Crespo L, Castro Junior G, Ranzani O, Duarte-Salles T",Lazar Neto F,Nature Communications,2024,,,crossref,951724,11,eefb537731a0dff4db78131b89695c95cc6fe7535cc1de29b27ca09b1f21322b,"Effectiveness of COVID-19 vaccines against severe COVID-19 among patients with cancer in Catalonia, Spain",Felippe Lazar Neto,"Nature Communications, doi:10.1038/s41467-024-49285-y",,Springer,iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
